title,detail
2025년 육아휴직 급여에 대해 궁금합니다 ㅠㅠ,"안녕하세요~~ ^^
2025년 바뀌는 육아휴직 급여관련하여 문의드립니다.
아래처럼 남편과 같이 육아휴직을 쓸 예정인데요
모: 2025년 5월1일~ 2025년 7월31일(출산휴가 3개월) + 2025년 8월1일~ 2025년 10월31일 (육아휴직 3개월)
부: 2025년 11월1일~2026년 4월31일( 육아휴직 6개월)
이렇게되면 남편이 육아휴직 11월1일부터 쓰는 기간 동안 (통상임금100%기준)
아내,남편 각각
1개월 200씩->총 400
2개월 250씩->총 450
3개월 300씩->총 600
4개월 350씩-> 총700
5개월 400씩->총 800
6개월 450씩-> 총 900
이렇게 받는게 맞는걸까요? ㅎㅎ..
아시는 분 있으시면 답변 부탁드립니다 ㅠㅠ"
출산휴가와 육아휴직은 다른건가용?,"육아휴직을 1년으로 가정했을 때
육아휴직 1년 별도
출산휴가 90일 별도 (출산일 기준 앞뒤 45일)
그럼 총 육아휴직 1년+출산휴가 90일 쓸 수 있는건가요!?"
출산 후 육아휴직,"안녕하세요
출산 후 육아휴직을 얼마나 사용하실 예정이신가요? 회사마다 정책이 다르겠지만, 일반적으로 얼마나 사용하는지 궁금합니다.
복직이 벌써 두렵네요 ㅎㅎ"
출산휴가+육아휴직 기간 봐주실수 있나요?,"안녕하세요~
육아휴직이랑 출산휴가 일정 짜봤는데 맞는지 봐주실수 있을까요?
출산휴가는 90일이고, 육아휴직은 개월단위로 하는게 맞을까요?
육아휴직(1개월)
2025-07-01
2025-07-31
출산휴가(산전)
2025-08-01
2025-08-28
출산예정일
2025-08-29
출산휴가(산후)
2025-08-30
2025-10-29
육아휴직(11개월)
2025-10-30
2026-09-29
육아휴직(6개월)연장시
2026-09-30
2027-03-29"
출산휴가 및 육아휴직 일정 맞는지 봐주세요,"8월 출산 예정이긴한데 초산이고 다들 36주 꽉채우면 힘들다고하고
임신초기 이슈가 많아서 육아휴직을 먼저 들어가기도 해서 아래와 같이 미리 정리해봤는데 맞는지 확인 부탁드려용!
연차사용 시점이 약 33주 5일 되는 시기입니다.
시작일
종료일
카운팅
연차 사용
2025-07-07
2025-07-14
6
출산전 휴가
2025-07-15
2025-08-19
36
출산예정일
2025-08-20
1
출산 휴 휴가
2025-08-21
2025-10-14
53
산전육아휴직
2025-01-08
2025-02-07
1개월
산후육아휴직
2025-10-15
2026-09-14
11개월
휴직 계산도 어렵고.... 나중에 금액청구하는거도 헷갈릴 것 같은데 고수님들 참견 부탁드려용 ㅠㅠ"
시험관임신하여서 연차를 사용하는데요,"회사에서 2~3월은바쁜시기여서 2월달부터 정말 피해안가게 하려고 난자채취도운좋게 토요일날하여서 연차안쓰고 출근하였고 이식하는날만 연차사용하고
피검수치일다가와서 병원내원하여 수치도재고 안정적인수치라고하셨습니다. 열이38도까지 올라서 병가2일쓰고 오늘출근하여서 담주 화요일 초음파보는날이라 연차를 제출하였는데 상사라는사람이
저 임신된지도모르고 저한테 그러더라고요 집에서 쉬면서 병원다니는게어떠냐 이러면서 어이가없더라고요
거의무슨 권고사직 하듯말을하여 도저히못참겠어서 회계사님께 말씀을드렸더니 실업급여받게 권고사직이나 지금 몸이 안좋으니 육아휴직좀 신청해도되냐하였더니 이회사에서 그런적이없으며 잘모른다 그러니상사라는분이 생뚱맞은 출산전휴가를 얘기하시는거에요 대화가얼렁뚱땅끝나고 저는 고용센터에 전화해서 임신중에육아휴직쓸수있냐 그렇다해서 거부하면안된다 그런식으로 말씀하셔서 상사한터얘기했더니 그제서야 회사 노무사님한테 전화하더라고요 ...진짜육아휴직까지기다려야하는더
너무힘드네요"
프리랜서 고용보험잘아시는분계세요?,"미용인이라...프리랜서근무자인데
출산 후 돈타고싶은데.... ㅜㅜ 고용보험가입해야하는지
아니면 그냥 신청해서 받는지 아시는분 팁좀주세유...🥹"
6+6 육아휴직급여 신청 문의드립니다!!!,"안녕하세요.
1월 출산 후 공무원인 남편이 먼저 육아휴직에 들어가고
제가 출산휴가가 3월에 끝나서 3월 중순에 육아휴직에 들어갑니다.
남편은 2월부터 해서 1년 6개월 사용 예정
저는 3월~9월까지 6개월 사용 예정
1) 6개월이상 같이 겹칠 경우 6+6 육아휴직급여 신청이 가능하다고 들었는데 맞을까요?
2) 회사에서 육아휴직 신청서류 내면 해주는데 육아휴직 신청해주는데
6+6 육아휴직급여는 제가 언제 신청하는건가요?"
육아휴직 남편 동시에?,"육휴 남편 동시 사용하시나요?
그럼 기간은 어느정도 생각하시나요?
저는 3년인데
2년쓰고 1년은 학교갈때 쓸 생각입니다
남편은 언제 얼마큼 쓸지 고민이네요 ㅠㅠ"
산전 육아휴직,"안녕하세요
회사에서 업무도 힘들고 임신한 걸 알고 처우가 달라지는게 너무 눈에 보여서
육아휴직 미리 쓰고 회사 안가고싶어서요
기간은 언제 먼저 쓰든 상관없는지 궁금합니다
어디는 90일이라고 적혀있는 것 같아서 아니면 조산위험이라던가 의사의 진단이 있어야만 가능한 휴직인지 ..?
자세히 나와있는 내용이 없어서 문의드려요
예정일은 10월이구요 아래 스케쥴로 진행이 가능할까요?
빠르면 4월 늦어도 5월 ~ 9월까지 : 5~6개월 산전 육아휴직 사용
10월 ~ 12월 : 출산휴가 3개월
내년 1월~ : 남은 육아휴직 사용
잘 아시는 분들 답변 부탁드립니다
잘 정리해 둔 사이트 공유도 좋습니다!!
감사합니다"
출산휴가 및 육아휴직 일정 이렇게 하면 될까요~?,"안녕하세요 ~!
이제 출산 예정일까지 한달정도 남았네요 ....
36주 꽉 채워 37주 0일차부터 연차쓰고 휴직에 들어갈 예정입니다 !
아래와 같이 출산전후휴가 및 육아휴직 일정을 정리해봤는데,
수정할 부분이 없는지 확인해주시고 고견 주시면 감사하겠습니당 ♡
출산 전 휴가: 2025-04-02 ~ 2025-04-18 (17일)
출산 후 휴가: 2025-04-19 ~ 2025-06-30 (73일)
육아휴직: 2025-07-01 ~ 2026-06-30 (12개월)
복직: 2026-07-01
미리 감사드립니다!"
출산휴가 신청은 아이 낳고 하는건가요?,"출산휴가 90일과 육아휴직 한달 사용 예정으로
4월 15일 제왕 예정인데 3/31일까지 근무합니다
근무 마무리전에 출산휴가 신청하고 가려고했는데
급여 신청기간이 휴가개시일 1개월부터 가능하다고
써있던데 그럼 출산휴가 시작한 날 4/1일 이후로
한달 지나서 신청이 가능한건가요?"
육아휴직,"사실혼 관계고 저는 현재 무직이라 출산후
육아휴직을 남편만 쓰려고 하는데
사실혼 관계에서 남편만 쓰는게 가능할까요?? 등본 떼어도 동거인으로 뜰텐데 혹시 저와 같은 상황이셨던분 계신가요?? 이걸 어디에 물어봐야될지 모르겠어요..ㅠㅠ"
육아휴직 잘아시는분 계신가용 ㅠㅠ,"출산 휴가
끝나면 육아 바로 쓰는데
남편동시에 쓸꺼고 남편은 3개월만 쓸껀데
이경우도 1년 6개월 맞지요 ?"
연차+출산전후휴가+육아휴직 계산 문의드립니다!,"안녕하세요!
제가 회사에서 인원충원 때문에 언제 휴직 들어가는지를 물어보셔서..
계산을 해보았는데...
이게 맞게 된건지 해서요 ㅠ
출산예정일: 9/23
연차: 2025년 기준 9개
출산전휴가: 45일
출산후휴가: 45일
육아휴직: 1년
연차: 7/29(화)~8/8(금)
출산전휴가: 8/9(토)~9/22(월)
출산후휴가: 9/23(화)~11/7(금)
육아휴직: 11/10(월)~26년11/9(월)
이렇게 쓰면 문제 없는지.. 연달아서 쭉 쓰는게 맞는지 문의드립니다!
감사합니다."
"출산휴가 90일, 육아휴직 날짜 계산좀 봐주세요 =(","안녕하세요,
출산휴가 90일 계산, 육아휴직 1년 6개월 계산을 하는데
25년 3/24부터 출산휴가 시작일자입니다
출산휴가는 그럼 몇월 며칠까지 이며, 육아휴직 1년 6개월을 이어서 쓰면 언제까지일까요?ㅠㅠ
사이트 여러개 했는데 다 달라서 자문을 구합니다.."
배우자 육아휴직 언제 쓰는게 제일 베스트일까요?,"남편회사 파트장님(남자분)네도 임신하셧다고 하는데
출산은 제가 먼저 하고 한두달 뒤에 파트장님네가 출산을
한다고 남편한테 들엇는데 회사에서 눈치주고 진급에 문제가 있다고 하드라구요..육아휴직 쓴다면..에휴
일단 진급을 떠나서 한팀의 팀원 두명이 한두달사이에
육아휴직 써버리면 분담해서 일하는 팀원들이 힘들거같고
번갈아서 누가 먼저쓰고 누가 나중에 쓸지 정해야할거 같은데 언제 쓰면 제일 나을까요?
저희 엄만 남편은 육아휴직쓰지말고 엄마가 오셔서
도와주신다고 하는데 경제적인면도 고려하고 진급도 고려해보면 이 말도 맞다는거 알고있지만 머리론 이해도 가고 알고는 있는데 마음으로는 그렇고싶지가 않아요..마음과 뇌가 충돌 ㅋㅋㅋㅋㅋㅋ친정엄마 고생시키기도 싫고
저랑 남편이 부모니까 우리 애 저희가 신생아때
같이 하면서 아빠와의 교감도 그렇고 수유할때 잠교대나
밥 먹을때나 씻거나 배변볼때 등등 서로 왔다갔다 하면 좋을거같은데 어떻게 될지 모르지만......
(물론 사람생각 다 거기서 거기라고 파트장님 부부분들도
그렇게 생각하시고 계시겠죠?ㅠㅠ)
남편 성격상 또 한발짝 물러설거 같은데 어찌하면
육아휴직 잘쓰고 저도 편하고 베스트일까요??
이때부터 이때까지가 최소한 힘든 시기이니 몇개월이라도 육아휴직 내라..요런식으로라도 알려주세요 ㅠㅠ
얼마정도 쓰면 좋을지도 알려주세요~
출산휴가는 무조건적으로 쓸수있데요 ㅎㅎ
아 그리고 만약에 몇개월쓰고 복직햇다가 남은 육아휴직 써야할 상황이 오면 남은기간 쓸수있나요???
(남편말로는 중학교전까지인가는 육아휴직 쓸수있다는데..)
선배님들 조언좀해주세요ㅠㅠ"
출산휴가 일자를 수정할 수 있나요?,"자연분만으로 생각하고 있고 육아휴직 1년 예정이에요
현재기준 연차가 15개 남았는데,
아직 연차 쓸 계획이 없어서 이대로 간다는 가정하에
예정일은 6월7일이라 휴직 계산을 해봤는데..
5월 2일 ~ 5월 26일 : 연차 15개
5월 27일 ~ 6월 6일 : 출산휴가 11일
6월 7일 : 출산 당일
6월 8일 ~ 8월 24일 : 출산휴가 78일
8월 25일 ~ 26년 8월 23일 : 육아휴직 1년
이렇게 계산하는거 맞을까요?
5월 1일부터 그냥 쭉 쉬는게 나을거 같아서 저렇게 했는데
문제는 예정일보다 빨리 출산하게 되면 출산휴가가 꼬일 것 같아서요..
출산전에 11일정도밖에 여유가 없어서
혹시 연차소진 중에 출산하게 되면 출산휴가 일자를 수정할 수 있나요??"
산전 육아휴직+ 출산휴가 질문드려요!ㅠㅠ,"현재 임신9주차 이고, 현 직장 10년째 근무중이예요 :)
여태까지 임신출산휴가를 사용한 직원이 없어
혼자 알아봐야 하는데, 어떻게 사용해야 할까요?
예정일은 10/12일이예요 -
근무는 6월 말까지 하려고 하는데요 !
산전 육아휴직= 7.8.9월
출산휴가 = 10.11.12월
육아휴직 = 1.2.3.4.5.6.7.8.9월 맞나요?
어떻게 하는게 좋을지 조언 주세요 ☺️💛"
산전 육아휴직 잘 아시는 분 계실까요?,"저는 임신 5주차이고 회사는 계약직으로 근무한지 1년 7개월차 입니다~ (2년 만료)
입덧이 지난주부터 빠르게 시작하고 컨디션도 저조한데 제가 노산이라 걱정이 이만 저만이 아니라서
고민끝에 회사에 산전 휴가 + 휴가 전까지 단축근로 신청하려고 하는데요~
회사측으로 말씀드리니 근로 단축은 가능한데 산전 육휴는 전혀 모르시는 눈치더라구요,,
산전에는 육휴가 사용이 안되는 걸로 알고있다 이러시면서 확인 해보겠다고는 하시는데,,
제가 4/10부터는 휴직 들어가고 싶어서 3/10(월)회사 출근시 신청하고 싶은데 ㅠㅠ
아직도 회사측 답변을 못 받았어요,,,
고용센터에 문의 드리니 산전 육휴 가능하다고 확인은 받았는데 회사에서 계속 말이 없으면 신청 못하는 건가요?
이렇게 기다리다 시간만 흐르고 ㅠㅠ 휴직을 하네 마네 자꾸 신경을 쓰니 스트레스도 너무 받고 힘들어요,,,
혹시 산전 육휴 관련해서 잘 아시는분, 사용 해보신분 계시다면 조언 부탁드려요 ㅠㅠ
회사에서 거부할 경우 육휴 사용이 불가할까요,,?
아, 그리고 신청시에 어떤 서류를 제가 준비해야하는지 그냥 구두로 말씀 드리면 되는건지도 알려주세요오..!!"
육아휴직... 혼자사용하는 경우 1년? 1년6개월?,"남편은 사정상 육아휴직 못사용하고
저는 사용하려하는데 이런경우에 1년6개월이 가능할까요??
찾아보니 남편도 3개월써야 제가 1년6개월로 연장된다는데 어떤 글에서는 기본1년6개월로 연장되었다 하더라구요...
아무리찾아도 글이없어서 이렇게 질문올립니다. 아시는분 도움부탁드립니다🩷"
산전육휴+출산휴가+육아휴직 날짜 계산 한번만 봐주세요 ㅠ,"시작일
종료일
기간
비고
연차소진
산전육아휴직
2025-05-01
2025-07-31
92일
출산휴가(전)
2025-08-01
2025-09-04
35일
총 90일
출산예정일
2025-09-05
2025-09-05
1일
출산휴가(후)
2025-09-06
2025-10-29
54일
육아휴직
2025-10-30
2025-12-31
63일
25/12/31 계약만료
산전육아휴직 사용하려고 하는데 날짜 계산방법이 맞는지 궁금해요
그리고 10월 말 육아휴직 급여는 11월에 같이 청구하면 되는건가요/?
도움 부탁드립니다ㅠㅠ"
[2025년 임신 출산 시기별 할일 & 출산지원금 혜택 총정리] 자료 나눔합니다,"[2025년 임신 출산 시기별 할일 & 출산지원금 혜택 총정리] 자료 나눔
처음 임신과 출산이라
준비할게 한가득인데, 무엇을 어떻게 해야할지 몰라😹
블로그와 지인 그리고 정부24를 찾아가며
정리해보았습니다.✍
차근차근 한단계씩 준비하면 힘들지 않을꺼에요❤
📌자세한 내용은 구글 시트에 적어놓았어요
구글시트 필요하신분 공유합니다!
필요하신분 밑 클릭 ▼▼▼ 아래 인스타로 오세요~
https://www.instagram.com/reel/DG2Z0bJvNI4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Instagram의 [하짱맘] 똑똑한 육아 & 재테크 정보님 : ""[2025년 임신 출산 시기별 할일 & 지원금 혜택 총정리] 자료 나눔 처음 임신과 출산이라 준비할게 한가득인데, 무엇을 어떻게 해야할지 몰라😹 블로그와 지인 그리고 정부24를 찾아가며 정리해보았습니다.✍ 🖤시기별 임신출산 해야할 일과 정부 지원금 혜택 등 총정리 (2025년 버전)🖤 차근차근 한단계씩 준비하면 힘들지 않을꺼에요❤ 구글시트 필요하신분 공유합니다 1️⃣ 팔로우+ 좋아요 필수 ! 2️⃣ ️댓글에 ‘임신출산’ 적어주시면 디엠 순차적으로 보내드려요 💛 #임신출산 #출산해야할일 #출산지원금 #2025년출산 #예비맘 #임산부 #출산꿀팁 #임신지원금 #육아휴직""
free_dom_way_ - March 5, 2025: ""[2025년 임신 출산 시기별 할일 & 지원금 혜택 총정리] 자료 나눔 처음 임신과 출산이라 준비할게 한가득인데, 무엇을 어떻게 해야할지 몰라😹 블로그와 지인 그리고 정부24를 찾아가며 정리해보았습니다.✍ 🖤시기별 임신출산 해야할 일과 정부 지원금 혜택 등 총정리 (2025년 버전)🖤 차근차근 한단계씩 준비하면 힘들지 않을꺼에요❤ 구글시트 필요하신분 공유합니다 1️⃣ 팔로우+ 좋아요 필수 ! 2️⃣ ️댓글에 ‘임신출산’ 적어주시면 디엠 순차적으로 보내드려요 💛 #임신출...
www.instagram.com
🖤시기별 임신출산 해야할 일과
정부 지원금 혜택 등 총정리 (2025년 버전)🖤
1. 임신 관련 혜택 정리
-맘편한 임신 (종합 임신, 출산 서비스) : 엽산제 지원, 철분제 지원, 보건수업 등등
-임신바우처 발급 : 국민행복카드로 100만원 지원
-맘편한 ktx: 임산부 + 보호자1명포함. 특실을 일반실 가격으로 제공
-난임지원 복지점수(맞춤형복지포털 이용자만) : 정부 지원 못받는 경우에만 해당
-태아 산모 검진 지원 복지점수 (맞춤형복지포털 이용자만) : 1회성으로 10만원 지원
-그외 많은 내용들을 구글 시트에 적어놓았어요.아래 클릭
https://www.instagram.com/reel/DG2Z0bJvNI4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
2. 보험 관련 혜택 정리
-직장단체실비보험: 타 실비보험과 달리 임신,출산 특약이 있는지 확인. 있다면 가입해서 실손의료비 받기
-자동차보험 할인(태아/ 자녀 할인): 자동차 보험사마다 상이. 최소 3%~최대 17%
-<무배당 우체국 대한민국 엄마> 보험 가입: 우체국에서 가입, 무료.
3. 임신 시기별 할일 정리
-10주 이내) 임신 초기 검사: 해당 주수에 보건소에서 미리 가서 검사하고, 결과를 산부인과에 가져가면, 해당되는 검사를 제외한 검사만 진행하기에 검사비를 절약할 수 있음.
-12주 이내) 태아 실손 보험: 출산 전에 가입 필요
-12주 이내) 태아 어린이 보험: 12주 이전에 가입 필요 (산모 특약, 남아/ 여아에 따라 보험료 환급예정)
-16주 이후) 보건소 산전 검사: 16~18주: 2차 기형아검사(쿼드검사)/ 24~28주: 임신성당뇨검사/ 35~36주: 막달검사/위의 해당 주수에 보건소에서 미리 가서 검사하고, 결과를 산부인과에 가져가면, 해당되는 검사를 제외한 검사만 진행하기에 검사비를 절약할 수 있음.
-24주 이상) 태동검사 환급비용 :만 35세 이상의 경우, 건강보험 2회적용, 그 이상 검사를 받을 시 비급여전액 본인부담: 환급신청 가능
-그외 많은 내용들을 구글 시트에 적어놓았어요. 아래 클릭▼▼
https://www.instagram.com/reel/DG2Z0bJvNI4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
4. 조리원에 있을때 남편이 해야할 일
5. 출산 직후 해야할 일
5. 출산 지원금 혜택 정리
6. 출산 후 육아휴직급여 및 아동수당, 부모급여 정리
📌자세한 내용은 아래 인스타에 적어놓았어요
오셔서 구글시트 공유받아 가세요~~
함께 하나하나 체크하면서 준비해보세요👍👍👍
https://www.instagram.com/reel/DG2Z0bJvNI4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Instagram의 [하짱맘] 똑똑한 육아 & 재테크 정보님 : ""[2025년 임신 출산 시기별 할일 & 지원금 혜택 총정리] 자료 나눔 처음 임신과 출산이라 준비할게 한가득인데, 무엇을 어떻게 해야할지 몰라😹 블로그와 지인 그리고 정부24를 찾아가며 정리해보았습니다.✍ 🖤시기별 임신출산 해야할 일과 정부 지원금 혜택 등 총정리 (2025년 버전)🖤 차근차근 한단계씩 준비하면 힘들지 않을꺼에요❤ 구글시트 필요하신분 공유합니다 1️⃣ 팔로우+ 좋아요 필수 ! 2️⃣ ️댓글에 ‘임신출산’ 적어주시면 디엠 순차적으로 보내드려요 💛 #임신출산 #출산해야할일 #출산지원금 #2025년출산 #예비맘 #임산부 #출산꿀팁 #임신지원금 #육아휴직""
free_dom_way_ - March 5, 2025: ""[2025년 임신 출산 시기별 할일 & 지원금 혜택 총정리] 자료 나눔 처음 임신과 출산이라 준비할게 한가득인데, 무엇을 어떻게 해야할지 몰라😹 블로그와 지인 그리고 정부24를 찾아가며 정리해보았습니다.✍ 🖤시기별 임신출산 해야할 일과 정부 지원금 혜택 등 총정리 (2025년 버전)🖤 차근차근 한단계씩 준비하면 힘들지 않을꺼에요❤ 구글시트 필요하신분 공유합니다 1️⃣ 팔로우+ 좋아요 필수 ! 2️⃣ ️댓글에 ‘임신출산’ 적어주시면 디엠 순차적으로 보내드려요 💛 #임신출...
www.instagram.com
👍 하짱맘의 좋은 정보
[2025년 임신 출산 시기별 할일 & 출산지원금 혜택 총정리] 자료 나눔합니다
처음 부모가 알아야 할 [육아용품 준비 리스트] 이것만 챙기면 끝!! 구글시트 나눔❤️
🌿 임산부 친환경 농산물 지원사업 잊지말고 신청하세요! 신청방법 총정리🎁
임산부 축산물 꾸러미 얼른 신청하세요! 신청 방법 총정리 (한우 등심, 한돈 삼겹살 등 10만원 상당 무료 지원)
아기 키울 때 주의사항 냉장고에 붙이려고 정리해보았어요! (ft. 냉장고 부착물 PDF파일)
조리원 고민! 산후조리원 지역별 위치 및 가격비교 정리해봤어요! (ft. 엑셀, PDF)
[출산 전 준비필수] 신생아 수유량, 대소변, 이유식, 수면 기록하는 건강일지 공유합니다 (ft.한글파일)
소아과 안가도 알수있다! [우리아이 발달 점검 ChatGPT 프롬프트] 공유해요~~
👍 하짱맘 인스타
https://www.instagram.com/free_dom_way_
[하짱맘] 똑똑한 육아 & 재테크 정보(@free_dom_way_) • Instagram 사진 및 동영상
팔로워 532명, 팔로잉 20명, 게시물 9개 - [하짱맘] 똑똑한 육아 & 재테크 정보(@free_dom_way_)님의 Instagram 사진 및 동영상 보기
www.instagram.com
팔로우해서 좋은정보 빠르게 받아가세요❤️"
산전휴가+출산휴가+산후휴가 육아휴직 문의 도와주세요!! ㅜㅜ,"출산예정일: 25년 7월 4일
산전휴가 후 출휴+육휴 쓰려고 하는데, 출산휴가 예정일 D-19일 정도로 올려도 괜찮을까요?
보통 며칠전에 출휴 쓰시는지 문의드려요 ㅠㅠㅠ 미리 다 결제올리고 휴직 들어가려구해서요!!
25/4/7~4/14 : 남은연차 6개 소진
25/4/15~6/14 : 2개월 산전육아휴직
25/6/15~9/12 : 출산휴가 90일 (37주 2일차, D-19일전 출휴시작, 7/4 출산예정일 포함)
25/9/13~26/7/12 : 10개월 산후육아휴직"
산전 육아휴직 사용하면 육휴 1년+3개월해서 총 1년 3개월 쉬는거맞나요?,"산전 육아휴직 사용하면 육휴 1년+3개월해서 총 1년 3개월 쉬는거맞나요?
출산예정일이 10월이고
현재 8주 초기인데
입덧이 너무심해서
입덧약 먹고 겨우 회사다니는데
그래도 토가 나올것같고
회사업무강도도 높아서
4월부터 산전 육휴 쓰려고하는데요
4월부터 사용하면 육휴+출휴 1년 3개월 적용되면 내년 7월까지 쉴수있는게 맞나요 ?
너무 일찍들어가는것같아서
아쉽긴한데
그래도 10월에 출산하고
내년 7월까지 쉴 수 있으니 괜찮겠죠?ㅠㅠ"
공무원 연가 개수 계산 문의드려요,"공무원 맘님들,
4월 2일~6월 30일 (90일) 출산휴가
7월 1일~6월 30일 육아휴직
사용할 예정인데요
올해 배정된 연가 수가 21개이면
21* 6/12=10.5 (반올림) 11개
11개중 2개 사용했으면
총 9개 사용할 수 있는 거 맞나요??"
